2024 02 07 00,0.11172413793103449,
2024 02 07 01,0.09586206896551723,
2024 02 07 02,0.010344827586206896,
2024 02 07 03,0.0,
2024 02 07 04,0.0,
2024 02 07 05,0.0003448275862068965,
2024 02 07 06,0.0,
2024 02 07 07,0.0,
2024 02 07 08,0.000689655172413793,
2024 02 07 09,0.000689655172413793,
2024 02 07 10,0.013793103448275862,
2024 02 07 11,0.025517241379310343,
2024 02 07 12,0.009655172413793104,
2024 02 07 13,0.001379310344827586,
2024 02 07 14,0.0,
2024 02 07 15,0.0,
2024 02 07 16,0.0,
2024 02 07 17,0.0,
2024 02 07 18,0.0,
2024 02 07 19,0.0,
2024 02 07 20,0.0,
2024 02 07 21,0.0,
2024 02 07 22,0.0,
2024 02 07 23,0.0,
